#t(days)      M_bol           U             B            V           R            I             J          H           K
#
#  absolute magnitude  *  -1 
#
     29.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     29.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     30.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     30.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     30.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     30.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     31.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     31.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     31.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     31.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     32.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     32.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     32.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     32.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     33.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     33.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     33.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     33.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     34.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     34.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     34.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     34.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     35.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     35.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     35.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     35.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     36.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     36.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     36.73  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     36.98  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     37.23  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
     37.48  -8.8532e+01  -8.6243e+01  -8.7139e+01  -8.6463e+01  -8.6529e+01  -8.5760e+01  -8.2932e+01  -8.2506e+01  -8.2279e+01 
